Core-index,JLPT,vocab-kanji,vocab-hirigana,vocab-romanji,vocab-meaning,vocab-pos
5317,JLPT0,中級,ちゅうきゅう,,"middle-class, intermediate",Noun
5318,JLPT1,同封,どうふう,,enclosure,Verbal Noun
5319,JLPT2,年月,としつき,,"time, years",Noun
5320,JLPT0,飲み水,のみみず,,drinking water,Noun
5321,JLPT0,海苔,のり,,laver,Noun
5322,JLPT0,ぱっと,ぱっと,,"suddenly, quickly",Adverb
5323,JLPT0,つなぐ,つなぐ,,"connect, join",Verb
5324,JLPT0,話し声,はなしごえ,,"voice, whisper",Noun
5325,JLPT2,引っ込む,ひっこむ,,"draw back, pull in",Verb
5326,JLPT1,必然,ひつぜん,,"inevitable, necessary",Noun
5327,JLPT2,日の出,ひので,,sunrise,Noun
5328,JLPT0,ひょっとしたら,ひょっとしたら,,perhaps,Adverb
5329,JLPT0,不注意,ふちゅうい,,"carelessness, inattention",Adjectival Noun
5330,JLPT0,不平等,ふびょうどう,,"unequal, unfair",Adjectival Noun
5331,JLPT2,朗らか,ほがらか,,"cheerful, bright",Adjective
5332,JLPT1,待ち合わせ,まちあわせ,,"waiting, rendez-vous",Verbal Noun
5333,JLPT0,見つめる,みつめる,,stare,Verb
5334,JLPT1,身なり,みなり,,"dress, one's appearance",Noun
5335,JLPT0,無意識,むいしき,,"unconsciously, without thinking",Adverb
5336,JLPT1,無用,むよう,,"useless, unnecessary",Adjectival Noun
5337,JLPT2,目上,めうえ,,"one's superiors, one's elders",Noun
5338,JLPT0,欲求,よっきゅう,,"want, desire",Verbal Noun
5339,JLPT2,落第,らくだい,,failing an exam,Verbal Noun
5340,JLPT0,領事館,りょうじかん,,consulate,Noun
5341,JLPT2,騒々しい,そうぞうしい,,"noisy, rowdy",Adjective
5342,JLPT0,近道,ちかみち,,shortcut,Noun
5343,JLPT2,答案,とうあん,,"examination paper, answer",Noun
5344,JLPT1,鈍感,どんかん,,thick-headedness,Adjectival Noun
5345,JLPT0,長持ち,ながもち,,"endurance, lasting long",Verbal Noun
5346,JLPT1,憎しみ,にくしみ,,"hatred, enmity",Noun
5347,JLPT2,虹,にじ,,rainbow,Noun
5348,JLPT1,年長,ねんちょう,,seniority,Adjectival Noun
5349,JLPT1,恥,はじ,,"shame, disgrace",Noun
5350,JLPT0,花婿,はなむこ,,bridegroom,Noun
5351,JLPT0,非常識,ひじょうしき,,lack of common sense,Adjectival Noun
5352,JLPT2,ひとりでに,ひとりでに,,"automatically, by oneself",Adverb
5353,JLPT0,ひねる,ひねる,,"twist, turn",Verb
5354,JLPT1,ひび,ひび,,crack,Noun
5355,JLPT2,噴水,ふんすい,,"jet, fountain",Noun
5356,JLPT0,返却,へんきゃく,,return,Verbal Noun
5357,JLPT2,包帯,ほうたい,,"bandage, dressing",Verbal Noun
5358,JLPT0,盆踊り,ぼんおどり,,Bon Festival dance,Noun
5359,JLPT0,本日,ほんじつ,,today,Noun
5360,JLPT1,眉,まゆ,,eyebrow,Noun
5361,JLPT1,見習う,みならう,,"learn, follow someone's example",Verb
5362,JLPT1,無能,むのう,,"inefficiency, incompetence",Adjectival Noun
5363,JLPT1,目方,めかた,,weight,Noun
5364,JLPT2,物差し,ものさし,,ruler,Noun
5365,JLPT2,やっつける,やっつける,,"beat, let someone have it",Verb
5366,JLPT0,やり直す,やりなおす,,do over again,Verb
5367,JLPT0,翌年,よくねん,,the following year,Noun
5368,JLPT1,冷淡,れいたん,,"cool, indifferent",Adjectival Noun
5369,JLPT1,レントゲン,レントゲン,,X-rays,Noun
5370,JLPT2,題,だい,,"title, topic",Noun
5371,JLPT2,試し,ためし,,"trial, test",Noun
5372,JLPT2,調味料,ちょうみりょう,,"seasoning, flavoring",Noun
5373,JLPT3,漬ける,つける,,"pickle, marinade",Verb
5374,JLPT2,連れ,つれ,,companion,Noun
5375,JLPT2,仲良し,なかよし,,"good friend, chum",Noun
5376,JLPT2,倣う,ならう,,"copy, follow an example",Verb
5377,JLPT2,パンツ,パンツ,,"pants, trousers",Noun
5378,JLPT0,引き延ばす,ひきのばす,,"extend, prolong",Verb
5379,JLPT2,人込み,ひとごみ,,crowd,Noun
5380,JLPT2,一通り,ひととおり,,"briefly, once over",Adverb
5381,JLPT0,むける,むける,,"come off, peel",Verb
5382,JLPT0,不機嫌,ふきげん,,"bad mood, displeasure",Adjectival Noun
5383,JLPT1,沸騰,ふっとう,,boiling,Verbal Noun
5384,JLPT2,ぶつぶつ,ぶつぶつ,,grumble,Adverb
5385,JLPT0,ぶら下げる,ぶらさげる,,"hang, suspend",Verb
5386,JLPT0,ぶるぶる,ぶるぶる,,shiver,Adverb
5387,JLPT0,ボリューム,ボリューム,,volume,Noun
5388,JLPT2,盆地,ぼんち,,"valley, basin",Noun
5389,JLPT0,真夜中,まよなか,,"midnight, middle of the night",Noun
5390,JLPT2,診る,みる,,examine,Verb
5391,JLPT0,無色,むしょく,,"colorless, neutral",Noun
5392,JLPT1,無駄遣い,むだづかい,,wasting money,Verbal Noun
5393,JLPT1,明瞭,めいりょう,,"clear, plain",Adjectival Noun
5394,JLPT0,物陰,ものかげ,,place behind something,Noun
5395,JLPT2,油断,ゆだん,,"inattention, carelessness",Verbal Noun
5396,JLPT2,要点,ようてん,,"main point, gist",Noun
5397,JLPT0,割り引く,わりびく,,"give a discount, make a reduction",Verb
5398,JLPT0,損する,そんする,,"lose, suffer loss",Verb
5399,JLPT2,脱線,だっせん,,derailment,Verbal Noun
5400,JLPT2,例える,たとえる,,"compare, liken",Verb
5401,JLPT0,ちり,ちり,,dust,Noun
5402,JLPT0,届け,とどけ,,"report, delivery",Noun
5403,JLPT1,慣れ,なれ,,"getting used to, habituation",Noun
5404,JLPT1,何だか,なんだか,,"somehow, what's what",Adverb
5405,JLPT2,似合う,にあう,,"suit, match well",Verb
5406,JLPT0,はげる,はげる,,"come off, peel off",Verb
5407,JLPT1,パパ,パパ,,"dad, father",Noun
5408,JLPT0,払い,はらい,,"payment, account",Noun
5409,JLPT0,人違い,ひとちがい,,mistaken identity,Verbal Noun
5410,JLPT1,平たい,ひらたい,,"flat, level",Adjective
5411,JLPT1,封,ふう,,"seal, sealing",Noun
5412,JLPT1,振り,ふり,,"swing, shake",Noun
5413,JLPT1,待ち遠しい,まちどおしい,,"just can't wait for, long for",Adjective
5414,JLPT0,真っ最中,まっさいちゅう,,midst,Noun
5415,JLPT0,見比べる,みくらべる,,"look from one to another, compare",Verb
5416,JLPT0,つかむ,つかむ,,"grip, grab",Verb
5417,JLPT2,蒸し暑い,むしあつい,,humid,Adjective
5418,JLPT2,もったいない,もったいない,,"wasteful, a shame",Adjective
5419,JLPT0,要項,ようこう,,important points,Noun
5420,JLPT0,洋式,ようしき,,Western style,Noun
5421,JLPT1,履歴,りれき,,"history, personal history",Noun
5422,JLPT2,含める,ふくめる,,include,Verb
5423,JLPT0,履歴書,りれきしょ,,"resume, bio",Noun
5424,JLPT2,若々しい,わかわかしい,,"youthful, young-looking",Adjective
5425,JLPT2,ふざける,ふざける,,"mess around, fool around",Verb
5426,JLPT2,溜まる,たまる,,"accumulate, store up",Verb
5427,JLPT1,だるい,だるい,,"be dull, feel dull, weary",Adjective
5428,JLPT1,短気,たんき,,short temper,Adjectival Noun
5429,JLPT2,ちぎる,ちぎる,,"tear, tear off",Verb
5430,JLPT2,勤め,つとめ,,"service, duties",Noun
5431,JLPT0,出前,でまえ,,home delivery of food,Noun
5432,JLPT1,天災,てんさい,,natural disaster,Noun
5433,JLPT0,取り返す,とりかえす,,"take back, regain",Verb
5434,JLPT1,生臭い,なまぐさい,,smelling of fish,Adjective
5435,JLPT2,乗り越し,のりこし,,riding past one's stop,Verbal Noun
5436,JLPT1,慣らす,ならす,,accustom,Verb
5437,JLPT2,逃がす,にがす,,let go,Verb
5438,JLPT0,ねぎ,ねぎ,,"Welsh onion, green onion",Noun
5439,JLPT0,びしょびしょ,びしょびしょ,,soaked,Adjectival Noun
5440,JLPT2,熱する,ねっする,,"heat, become hot",Verb
5441,JLPT0,年月日,ねんがっぴ,,date,Noun
5442,JLPT0,乗り降り,のりおり,,getting on and off,Verbal Noun
5443,JLPT0,バーゲン,バーゲン,,bargain sale,Noun
5444,JLPT3,拝見,はいけん,,humbly look at or see,Verbal Noun
5445,JLPT0,墓参り,はかまいり,,visit to a grave,Verbal Noun
5446,JLPT0,初恋,はつこい,,first love,Noun
5447,JLPT2,日当たり,ひあたり,,exposure to the sun,Noun
5448,JLPT1,膨れる,ふくれる,,"expand, fill up",Verb
5449,JLPT0,不幸せ,ふしあわせ,,"unhappiness, misfortune",Adjectival Noun
5450,JLPT0,歩行者天国,ほこうしゃてんごく,,vehicle-free promenade,Noun
5451,JLPT2,交ぜる,まぜる,,include,Verb
5452,JLPT0,間に合わせる,まにあわせる,,make do,Verb
5453,JLPT2,メーター,メーター,,"meter, taximeter",Noun
5454,JLPT2,もしかすると,もしかすると,,"possibly, perhaps",Adverb
5455,JLPT2,幼稚,ようち,,"childish, infantile",Adjectival Noun
5456,JLPT0,例題,れいだい,,"example, exercise",Noun
5457,JLPT0,録音テープ,ろくおんテープ,,tape,Noun
5458,JLPT0,我が家,わがや,,one's home,Noun
5459,JLPT0,和食,わしょく,,Japanese-style food,Noun
5460,JLPT0,送別会,そうべつかい,,farewell party,Noun
5461,JLPT2,能,のう,,noh play,Noun
5462,JLPT2,断定,だんてい,,"decision, conclusion",Verbal Noun
5463,JLPT0,ちぎれる,ちぎれる,,"be torn off, come off",Verb
5464,JLPT2,中,ちゅう,,"middle, medium size",Noun
5465,JLPT2,注,ちゅう,,"annotation, explanatory note",Noun
5466,JLPT2,敵,てき,,"enemy, foe",Noun
5467,JLPT0,同性,どうせい,,of the same sex,Noun
5468,JLPT1,和やか,なごやか,,"peaceful, mild",Adjective
5469,JLPT2,生意気,なまいき,,"cheeky, conceited",Adjectival Noun
5470,JLPT0,似せる,にせる,,"imitate, forge",Verb
5471,JLPT2,にっこり,にっこり,,"smiling, grinning",Adverb
5472,JLPT0,寝かす,ねかす,,put to sleep,Verb
5473,JLPT0,ぱいなっぷる,ぱいなっぷる,,pineapple,Noun
5474,JLPT2,量る,はかる,,"measure, weigh",Verb
5475,JLPT0,ぱんだ,ぱんだ,,panda,Noun
5476,JLPT0,冷え込む,ひえこむ,,get colder,Verb
5477,JLPT0,引き分け,ひきわけ,,"draw, drawn game",Noun
5478,JLPT1,びっしょり,びっしょり,,soaked,Adverb
5479,JLPT2,不潔,ふけつ,,"dirty, filthy",Adjectival Noun
5480,JLPT2,不通,ふつう,,interruption of service,Noun
5481,JLPT0,不得意,ふとくい,,one's weak point,Adjectival Noun
5482,JLPT2,ペンチ,ペンチ,,pliers,Noun
5483,JLPT2,放る,ほうる,,"fling, hurl",Verb
5484,JLPT2,待ち合わせる,まちあわせる,,"wait for, meet by appointment",Verb
5485,JLPT1,満月,まんげつ,,full moon,Noun
5486,JLPT2,三日月,みかづき,,"new moon, crescent moon",Noun
5487,JLPT0,見違える,みちがえる,,"mistake, fail to recognize",Verb
5488,JLPT1,結び,むすび,,"end, close",Noun
5489,JLPT2,モダン,モダン,,modern,Adjectival Noun
5490,JLPT0,和らぐ,やわらぐ,,"soften, calm down",Verb
5491,JLPT0,リクエスト,リクエスト,,request,Verbal Noun
5492,JLPT0,理系,りけい,,science,Noun
5493,JLPT2,利口,りこう,,"clever, bright",Adjectival Noun
5494,JLPT2,大して,たいして,,"very, greatly",Adverb
5495,JLPT0,立て込む,たてこむ,,"full of, crowded with",Verb
5496,JLPT0,建て前,たてまえ,,"a front, polite face",Noun
5497,JLPT0,この度,このたび,,on this occasion,Noun
5498,JLPT2,直通,ちょくつう,,direct link,Verbal Noun
5499,JLPT0,釣り合い,つりあい,,"balance, proportion",Noun
5500,JLPT2,適度,てきど,,"moderate, proper",Adjectival Noun
5501,JLPT2,伝染,でんせん,,"contagion, infection",Verbal Noun
5502,JLPT2,戸棚,とだな,,"closet, cupboard",Noun
5503,JLPT0,長らく,ながらく,,for a long time,Adverb
5504,JLPT2,何で,なんで,,"why, what for",Adverb
5505,JLPT2,憎らしい,にくらしい,,"hateful, horrible",Adjective
5506,JLPT0,二流,にりゅう,,second-rate,Noun
5507,JLPT2,根,ね,,"root, source",Noun
5508,JLPT0,値切る,ねぎる,,"bargain, haggle",Verb
5509,JLPT1,年賀,ねんが,,New Year's card,Noun
5510,JLPT2,残らず,のこらず,,"entirely, without exception",Adverb
5511,JLPT0,履物,はきもの,,footwear,Noun
5512,JLPT2,払い戻す,はらいもどす,,"pay back, reimburse",Verb
5513,JLPT0,ビーチ,ビーチ,,beach,Noun
5514,JLPT0,非常口,ひじょうぐち,,emergency exit,Noun
5515,JLPT2,ビタミン,ビタミン,,vitamin,Noun
5516,JLPT2,引っ掛かる,ひっかかる,,"be caught, be trapped",Verb
5517,JLPT0,父兄,ふけい,,"parents, legal guardians",Noun
5518,JLPT2,フライパン,フライパン,,frying pan,Noun
5519,JLPT2,まあまあ,まあまあ,,now now,Adverb
5520,JLPT0,町角,まちかど,,street corner,Noun
5521,JLPT1,見晴らし,みはらし,,"view, outlook",Noun
5522,JLPT1,身振り,みぶり,,"gesture, gesticulation",Noun
5523,JLPT2,向かい,むかい,,opposite side,Noun
5524,JLPT2,元々,もともと,,"originally, by nature",Adverb
5525,JLPT0,焼き鳥,やきとり,,"yakitori, grilled chicken",Noun
5526,JLPT2,夕立,ゆうだち,,sudden evening shower,Noun
5527,JLPT1,指差す,ゆびさす,,point to,Verb
5528,JLPT2,用心,ようじん,,"care, caution",Verbal Noun
5529,JLPT1,理性,りせい,,"reason, reasoning power",Noun
5530,JLPT0,割に,わりに,,"comparatively, rather",Adverb
5531,JLPT0,体温計,たいおんけい,,thermometer,Noun
5532,JLPT1,大金,たいきん,,large sum of money,Noun
5533,JLPT0,たこ,たこ,,octopus,Noun
5534,JLPT2,溜める,ためる,,"store, collect",Verb
5535,JLPT2,地,ち,,"ground, place",Noun
5536,JLPT0,地下道,ちかどう,,"underpass, underground passage",Noun
5537,JLPT2,散らかる,ちらかる,,"lie scattered about, be in disorder",Verb
5538,JLPT1,デザート,デザート,,dessert,Noun
5539,JLPT0,得する,とくする,,"profit, gain",Verb
5540,JLPT1,とっさに,とっさに,,at once,Adverb
5541,JLPT1,取り次ぐ,とりつぐ,,"relay a message, transfer a call",Verb
5542,JLPT1,内緒,ないしょ,,"secrecy, privacy",Noun
5543,JLPT2,仲直り,なかなおり,,"reconciliation, making up",Verbal Noun
5544,JLPT2,煮える,にえる,,"boil, be boiled",Verb
5545,JLPT2,憎い,にくい,,"hateful, abominable",Adjective
5546,JLPT0,逃げ道,にげみち,,escape route,Noun
5547,JLPT0,ぬるぬる,ぬるぬる,,slimy,Adverb
5548,JLPT0,年始,ねんし,,beginning of the year,Noun
5549,JLPT0,のろい,のろい,,"slow, sluggish",Adjective
5550,JLPT0,外れ,はずれ,,blank,Noun
5551,JLPT0,蜂,はち,,bee,Noun
5552,JLPT2,話し掛ける,はなしかける,,"address someone, speak to someone",Verb
5553,JLPT2,独り言,ひとりごと,,"soliloquy, monologue",Noun
5554,JLPT0,ぴょんぴょん,ぴょんぴょん,,"jump, hop",Adverb
5555,JLPT0,貧乏人,びんぼうにん,,"poor person, the poor",Noun
5556,JLPT2,ブラシ,ブラシ,,brush,Noun
5557,JLPT0,文系,ぶんけい,,"liberal arts, humanities",Noun
5558,JLPT2,坊さん,ぼうさん,,Buddhist priest,Noun
5559,JLPT2,迷子,まいご,,"lost child, lost person",Noun
5560,JLPT0,マヨネーズ,マヨネーズ,,mayonnaise,Noun
5561,JLPT0,未成年,みせいねん,,"minor, underage",Noun
5562,JLPT0,無害,むがい,,harmless,Adjectival Noun
5563,JLPT0,寄り道,よりみち,,"dropping by, going out of the way",Verbal Noun
5564,JLPT2,量,りょう,,"quantity, volume",Noun
5565,JLPT0,例年,れいねん,,"normal year, average year",Noun
5566,JLPT0,割り,わり,,rate,Noun
5567,JLPT1,大概,たいがい,,"generally, probably",Adverb
5568,JLPT2,大層,たいそう,,"very, highly",Adverb
5569,JLPT0,大量,たいりょう,,"large quantity, great volume",Noun
5570,JLPT1,立て替える,たてかえる,,"pay for another, pay in advance",Verb
5571,JLPT1,例え,たとえ,,"metaphor, simile",Noun
5572,JLPT0,玉ねぎ,たまねぎ,,onion,Noun
5573,JLPT2,だらしない,だらしない,,"slovenly, untidy",Adjective
5574,JLPT0,縮み,ちぢみ,,shrinkage,Noun
5575,JLPT2,盆,ぼん,,Bon Festival,Noun
5576,JLPT0,月見,つきみ,,moon viewing,Noun
5577,JLPT0,作り話,つくりばなし,,"fable, fiction",Noun
5578,JLPT1,定食,ていしょく,,"day's special, set menu",Noun
5579,JLPT0,とうもろこし,とうもろこし,,"corn, maize",Noun
5580,JLPT0,握り締める,にぎりしめる,,"squeeze, grip",Verb
5581,JLPT2,売買,ばいばい,,"buying and selling, trade",Verbal Noun
5582,JLPT0,白線,はくせん,,"white line, warning line",Noun
5583,JLPT0,引き伸ばす,ひきのばす,,"stretch out, enlarge",Verb
5584,JLPT0,人差し指,ひとさしゆび,,index finger,Noun
5585,JLPT1,冷やかす,ひやかす,,"tease, jeer",Verb
5586,JLPT0,ひらひら,ひらひら,,"lightly, floating",Adverb
5587,JLPT2,便箋,びんせん,,"letter paper, stationery",Noun
5588,JLPT0,ぽかぽか,ぽかぽか,,pleasantly warm,Adverb
5589,JLPT2,混ざる,まざる,,"be mixed, be stirred",Verb
5590,JLPT2,交ざる,まざる,,"mix, socialize with",Verb
5591,JLPT0,町外れ,まちはずれ,,outskirts of a town,Noun
5592,JLPT0,真ん丸,まんまる,,perfect circle,Adjectival Noun
5593,JLPT2,道順,みちじゅん,,"route, itinerary",Noun
5594,JLPT2,年月,ねんげつ,,"years, time",Noun
5595,JLPT0,物知り,ものしり,,"knowledgeable person, know-it-all",Noun
5596,JLPT2,幼児,ようじ,,"young child, infant",Noun
5597,JLPT0,洋食,ようしょく,,"Western cooking, European dish",Noun
5598,JLPT0,洋間,ようま,,Western-style room,Noun
5599,JLPT2,余分,よぶん,,"excess, extra",Adjectival Noun
5600,JLPT0,よる,よる,,be caused by,Verb
5601,JLPT0,何十,なんじゅう,,several tens,Noun
5602,JLPT2,洗面,せんめん,,washing one's face,Noun
5603,JLPT0,早退,そうたい,,early departure,Verbal Noun
5604,JLPT1,大便,だいべん,,"stool, feces",Verbal Noun
5605,JLPT0,縦書き,たてがき,,vertical writing,Noun
5606,JLPT1,だぶだぶ,だぶだぶ,,"baggy, too big",Adjective
5607,JLPT2,玉,たま,,"bead, ball",Noun
5608,JLPT2,単数,たんすう,,singular,Noun
5609,JLPT0,付け足す,つけたす,,"add on, append",Verb
5610,JLPT0,つるつる,つるつる,,"smooth, slippery",Adverb
5611,JLPT2,手洗い,てあらい,,"toilet, washstand",Noun
5612,JLPT2,定休日,ていきゅうび,,regular holiday,Noun
5613,JLPT2,出来上がり,できあがり,,"completion, finish",Noun
5614,JLPT1,手数,てすう,,"trouble, bother",Noun
5615,JLPT0,トースト,トースト,,toast,Noun
5616,JLPT0,どきっと,どきっと,,"surprised, shocked",Adverb
5617,JLPT2,仲,なか,,personal relationship,Noun
5618,JLPT0,寝過ごす,ねすごす,,oversleep,Verb
5619,JLPT0,年々,ねんねん,,"year by year, annually",Adverb
5620,JLPT0,乗り遅れる,のりおくれる,,miss,Verb
5621,JLPT2,のろのろ,のろのろ,,"slowly, easy",Adverb
5622,JLPT2,肌着,はだぎ,,underwear,Noun
5623,JLPT2,罰する,ばっする,,punish,Verb
5624,JLPT0,早寝,はやね,,going to bed early,Verbal Noun
5625,JLPT2,ぴかぴか,ぴかぴか,,"new, shiny",Adverb
5626,JLPT0,筆記試験,ひっきしけん,,written examination,Noun
5627,JLPT2,一休み,ひとやすみ,,rest,Verbal Noun
5628,JLPT2,日の入り,ひのいり,,sunset,Noun
5629,JLPT0,不確か,ふたしか,,"unreliable, uncertain",Adjectival Noun
5630,JLPT2,父母,ふぼ,,"father and mother, parents",Noun
5631,JLPT0,風呂場,ふろば,,bathroom,Noun
5632,JLPT1,平方,へいほう,,square,Noun
5633,JLPT1,ぺこぺこ,ぺこぺこ,,"bow, kowtow",Adverb
5634,JLPT0,ぺらぺら,ぺらぺら,,"floppy, flimsy",Adjective
